車牌,日期,路線,0:去|1:返,移動距離,開始時間,結束時間,行駛時間,點位數量
363-FT,20171021,10,0,23.01,20171021072451,20171021082041,0.93,56
363-FT,20171021,10,1,23.25,20171021085245,20171021100230,1.16,71
363-FT,20171021,10,0,23.26,20171021110047,20171021120144,1.02,62
363-FT,20171021,10,1,23.54,20171021123242,20171021134249,1.17,71
363-FT,20171021,10,0,17.78,20171021143145,20171021155130,1.33,61
363-FT,20171021,10,1,23.33,20171021160437,20171021170855,1.07,65
363-FT,20171021,14,0,6.99,20171021173928,20171021181540,0.6,37
363-FT,20171021,14,1,6.44,20171021181733,20171021184453,0.46,28
363-FT,20171021,14,0,6.42,20171021190944,20171021193544,0.43,27
363-FT,20171021,14,1,6.65,20171021193746,20171021195951,0.37,23
363-FT,20171022,11,1,12.79,20171022062846,20171022071857,0.84,37
363-FT,20171022,11,0,22.92,20171022074051,20171022085357,1.22,61
363-FT,20171022,11,1,19.86,20171022092052,20171022102559,1.09,66
363-FT,20171022,10,0,24.1,20171022121143,20171022131649,1.09,66
363-FT,20171022,10,1,24.02,20171022134145,20171022145743,1.27,74
363-FT,20171022,10,0,23.08,20171022172444,20171022184256,1.3,79
363-FT,20171022,10,1,23.22,20171022185147,20171022195732,1.1,67
363-FT,20171023,0左,0,0.04,20171023100935,20171023101036,0.02,2
363-FT,20171023,0左,1,0.56,20171023101145,20171023101348,0.03,3
363-FT,20171023,0左,0,0.3,20171023101439,20171023101539,0.02,2
363-FT,20171023,0左,1,0.72,20171023101648,20171023102145,0.08,6
363-FT,20171023,0左,0,0.66,20171023102246,20171023102447,0.03,2
363-FT,20171023,0左,1,0,20171023102548,20171023102548,0,1
363-FT,20171023,0左,0,0,20171023102649,20171023102649,0,1
363-FT,20171023,0左,1,0,20171023102749,20171023102749,0,1
363-FT,20171023,0左,0,0,20171023102852,20171023102852,0,1
363-FT,20171023,0左,1,0,20171023102952,20171023102952,0,1
363-FT,20171023,0左,0,0.07,20171023103053,20171023103133,0.01,2
363-FT,20171023,0左,1,0,20171023103234,20171023103234,0,1
363-FT,20171023,0左,0,0,20171023103334,20171023103334,0,1
363-FT,20171023,0左,1,0.29,20171023103447,20171023103539,0.01,2
363-FT,20171023,0左,0,0,20171023103637,20171023103637,0,1
363-FT,20171023,0左,1,0,20171023103737,20171023103737,0,1
363-FT,20171023,0左,0,0,20171023103838,20171023103838,0,1
363-FT,20171023,0左,1,1.07,20171023103939,20171023104241,0.05,4
363-FT,20171023,0左,0,0,20171023104342,20171023104342,0,1
363-FT,20171023,0左,1,0.55,20171023104443,20171023104544,0.02,2
363-FT,20171023,0左,0,0.51,20171023104645,20171023104745,0.02,2
363-FT,20171023,0左,1,0.59,20171023104846,20171023105229,0.06,5
363-FT,20171023,0左,0,0,20171023105349,20171023105349,0,1
363-FT,20171023,0左,1,0.7,20171023105447,20171023105551,0.02,2
363-FT,20171023,0左,0,0,20171023105652,20171023105652,0,1
363-FT,20171023,0左,1,0,20171023105753,20171023105753,0,1
363-FT,20171023,0左,0,0.41,20171023105813,20171023110136,0.06,4
363-FT,20171023,0左,1,0.36,20171023110236,20171023110340,0.02,2
363-FT,20171023,0左,0,0,20171023110437,20171023110437,0,1
363-FT,20171023,0左,1,0,20171023113228,20171023113228,0,1
363-FT,20171023,0左,0,0.22,20171023113344,20171023113445,0.02,2
363-FT,20171023,0左,1,1.53,20171023113546,20171023114131,0.1,4
363-FT,20171023,0左,0,0,20171023114231,20171023114231,0,1
363-FT,20171023,0左,1,0.34,20171023114344,20171023114433,0.01,2
363-FT,20171023,0左,0,0,20171023114534,20171023114534,0,1
363-FT,20171023,0左,1,0.7,20171023114651,20171023114943,0.05,4
363-FT,20171023,0左,0,0,20171023115038,20171023115038,0,1
363-FT,20171023,0左,1,0,20171023115138,20171023115138,0,1
363-FT,20171023,0左,0,0,20171023115239,20171023115239,0,1
363-FT,20171023,0左,1,0.49,20171023115340,20171023115449,0.02,2
363-FT,20171023,0左,0,0.12,20171023115542,20171023115642,0.02,2
363-FT,20171023,0左,1,0.59,20171023115743,20171023115858,0.02,2
363-FT,20171023,0左,0,0,20171023115945,20171023115945,0,1
363-FT,20171023,0左,1,1.22,20171023120046,20171023120550,0.08,6
363-FT,20171023,0左,0,0,20171023120651,20171023120651,0,1
363-FT,20171023,0左,1,0,20171023120712,20171023120712,0,1
363-FT,20171023,0左,0,0,20171023120832,20171023120832,0,1
363-FT,20171023,0左,1,0.17,20171023120933,20171023121039,0.02,2
363-FT,20171023,0左,0,0.05,20171023121135,20171023121236,0.02,2
363-FT,20171023,0左,1,0,20171023121304,20171023121304,0,1
363-FT,20171023,0左,0,0,20171023121447,20171023121447,0,1
363-FT,20171023,0左,1,0.27,20171023121547,20171023121655,0.02,2
363-FT,20171023,0左,0,0,20171023121728,20171023121728,0,1
363-FT,20171023,0左,1,0.5,20171023121849,20171023121950,0.02,2
363-FT,20171023,0左,0,0,20171023133931,20171023134032,0.02,2
363-FT,20171023,0左,1,0.53,20171023134136,20171023134347,0.04,3
363-FT,20171023,0左,0,0,20171023134436,20171023134436,0,1
363-FT,20171023,0左,1,0.63,20171023134537,20171023134844,0.05,4
363-FT,20171023,0左,0,0,20171023134940,20171023134940,0,1
363-FT,20171023,0左,1,0.37,20171023135040,20171023135146,0.02,2
363-FT,20171023,0左,0,0,20171023135241,20171023135302,0.01,2
363-FT,20171023,0左,1,0.21,20171023135443,20171023135544,0.02,2
363-FT,20171023,0左,0,0.14,20171023135624,20171023135745,0.02,2
363-FT,20171023,0左,1,1.59,20171023135833,20171023140450,0.1,7
363-FT,20171023,0左,0,0,20171023140551,20171023140551,0,1
363-FT,20171023,0左,1,0.43,20171023140631,20171023140833,0.03,3
363-FT,20171023,0左,0,0.43,20171023140913,20171023141115,0.03,3
363-FT,20171023,0左,1,0,20171023141244,20171023141244,0,1
363-FT,20171023,0左,0,0,20171023141357,20171023141357,0,1
363-FT,20171023,0左,1,0,20171023141445,20171023141445,0,1
363-FT,20171023,0左,0,1.07,20171023141538,20171023141944,0.07,5
363-FT,20171023,0左,1,0.81,20171023142045,20171023142347,0.05,4
363-FT,20171023,0左,0,0,20171023142448,20171023142448,0,1
363-FT,20171023,0左,1,0,20171023142538,20171023142538,0,1
363-FT,20171023,0左,0,0,20171023142649,20171023142649,0,1
363-FT,20171023,0左,1,1.38,20171023142753,20171023143141,0.06,5
363-FT,20171023,0左,0,0.35,20171023143234,20171023152040,0.8,3
363-FT,20171023,0左,1,1.7,20171023152140,20171023152854,0.12,8
363-FT,20171023,0左,0,0,20171023152947,20171023152947,0,1
363-FT,20171023,0左,1,0,20171023153027,20171023153027,0,1
363-FT,20171023,0左,0,0.27,20171023153148,20171023153249,0.02,2
363-FT,20171023,0左,1,0.21,20171023153329,20171023153450,0.02,2
363-FT,20171023,0左,0,0,20171023153652,20171023153652,0,1
363-FT,20171023,0左,1,1.21,20171023153853,20171023154438,0.1,7
363-FT,20171023,0左,0,0.24,20171023154540,20171023154742,0.03,3
363-FT,20171023,0左,1,0.77,20171023154848,20171023155146,0.05,4
363-FT,20171023,0左,0,0,20171023155246,20171023155246,0,1
363-FT,20171023,0左,1,0.31,20171023155348,20171023155448,0.02,2
363-FT,20171023,0左,0,0.69,20171023155529,20171023155852,0.06,4
363-FT,20171023,0左,1,0.62,20171023155933,20171023160134,0.03,3
363-FT,20171023,0左,0,0,20171023160235,20171023160235,0,1
363-FT,20171023,0左,1,0,20171023160336,20171023160336,0,1
363-FT,20171023,0左,0,0.08,20171023160436,20171023160537,0.02,2
363-FT,20171023,0左,1,0.41,20171023160653,20171023160741,0.01,2
363-FT,20171023,0左,0,0,20171023160840,20171023160840,0,1
363-FT,20171023,0左,1,0,20171023160941,20171023160941,0,1
363-FT,20171023,0左,0,0.25,20171023161001,20171023161142,0.03,2
363-FT,20171023,0左,1,0.71,20171023161243,20171023161343,0.02,2
363-FT,20171023,0左,0,0,20171023161444,20171023161444,0,1
363-FT,20171023,0左,1,1.08,20171023163551,20171023163945,0.07,3
363-FT,20171023,0左,0,0,20171023164045,20171023164045,0,1
363-FT,20171023,0左,1,0,20171023164146,20171023164146,0,1
363-FT,20171023,0左,0,0.06,20171023164247,20171023164348,0.02,2
363-FT,20171023,0左,1,0.51,20171023164437,20171023164650,0.04,3
363-FT,20171023,0左,0,0,20171023164751,20171023164751,0,1
363-FT,20171023,0左,1,0.66,20171023164810,20171023165130,0.06,4
363-FT,20171023,0左,0,0.41,20171023165211,20171023165452,0.04,3
363-FT,20171023,0左,1,1.37,20171023165553,20171023170045,0.08,6
363-FT,20171023,0左,0,0,20171023170137,20171023170137,0,1
363-FT,20171023,0左,1,0.57,20171023170238,20171023170440,0.03,3
363-FT,20171023,0左,0,0.43,20171023170540,20171023170640,0.02,2
363-FT,20171023,0左,1,0,20171023170747,20171023170747,0,1
363-FT,20171023,0左,0,0.35,20171023170842,20171023171044,0.03,3
363-FT,20171023,0左,1,0.13,20171023171145,20171023171225,0.01,2
363-FT,20171023,0左,0,0.06,20171023171346,20171023171447,0.02,2
363-FT,20171023,0左,1,0.06,20171023171548,20171023171749,0.03,3
363-FT,20171023,0左,0,0,20171023171850,20171023171850,0,1
363-FT,20171023,0左,1,0.32,20171023171933,20171023172052,0.02,2
363-FT,20171023,0左,0,0.25,20171023172133,20171023172233,0.02,2
363-FT,20171023,0左,1,0.43,20171023172334,20171023172556,0.04,3
363-FT,20171023,0左,0,0,20171023172657,20171023172657,0,1
363-FT,20171023,0左,1,0.07,20171023172737,20171023172838,0.02,2
363-FT,20171023,0左,0,0.19,20171023172939,20171023173039,0.02,2
363-FT,20171023,0左,1,0,20171023173140,20171023173140,0,1
363-FT,20171023,0左,0,0,20171023173240,20171023173240,0,1
363-FT,20171023,0左,1,0,20171023173341,20171023173341,0,1
363-FT,20171023,0左,0,0.37,20171023173421,20171023174052,0.11,3
363-FT,20171023,0左,1,0.38,20171023174153,20171023174344,0.03,3
363-FT,20171023,0左,0,0.36,20171023174450,20171023174651,0.03,3
363-FT,20171023,0左,1,0.2,20171023174752,20171023174954,0.03,3
363-FT,20171023,0左,0,0.03,20171023175055,20171023175135,0.01,2
363-FT,20171023,0左,1,0,20171023175237,20171023175237,0,1
363-FT,20171023,0左,0,0.5,20171023175337,20171023175559,0.04,3
363-FT,20171023,0左,1,0,20171023175642,20171023175642,0,1
363-FT,20171023,0左,0,0.05,20171023175740,20171023175840,0.02,2
363-FT,20171023,0左,1,0.4,20171023175947,20171023180244,0.05,4
363-FT,20171023,0左,0,0,20171023180344,20171023180344,0,1
363-FT,20171023,0左,1,1.49,20171023180445,20171023181253,0.14,9
363-FT,20171023,0左,0,0,20171023181341,20171023181341,0,1
363-FT,20171023,0左,1,1.65,20171023181445,20171023181958,0.09,6
363-FT,20171023,0左,0,0,20171023182046,20171023182046,0,1
363-FT,20171023,0左,1,0,20171023182135,20171023182135,0,1
363-FT,20171023,0左,0,0,20171023182247,20171023182247,0,1
363-FT,20171023,0左,1,0,20171023182348,20171023182348,0,1
363-FT,20171023,0左,0,0,20171023182449,20171023182449,0,1
363-FT,20171023,0左,1,0,20171023182550,20171023182550,0,1
363-FT,20171023,0左,0,0.77,20171023182630,20171023182932,0.05,4
363-FT,20171023,0左,1,0.41,20171023183053,20171023183239,0.03,3
363-FT,20171023,0左,0,0,20171023183335,20171023183335,0,1
363-FT,20171023,0左,1,0,20171023183435,20171023183435,0,1
363-FT,20171023,0左,0,0,20171023183636,20171023183636,0,1
363-FT,20171023,0左,1,0,20171023183756,20171023183756,0,1
363-FT,20171023,0左,0,0.32,20171023183858,20171023184039,0.03,3
363-FT,20171023,0左,1,0,20171023184140,20171023184140,0,1
363-FT,20171023,0左,0,0,20171023184241,20171023184241,0,1
363-FT,20171023,0左,1,0.9,20171023184342,20171023184644,0.05,4
363-FT,20171023,0左,0,0,20171023184745,20171023184745,0,1
363-FT,20171023,0左,1,0,20171023184850,20171023184850,0,1
363-FT,20171023,0左,0,0.1,20171023185935,20171023190143,0.04,3
363-FT,20171023,0左,1,0,20171023190251,20171023190251,0,1
363-FT,20171023,0左,0,0.21,20171023190339,20171023190440,0.02,2
363-FT,20171023,0左,1,2.09,20171023190555,20171023191347,0.13,6
363-FT,20171023,0左,0,0,20171023191448,20171023191448,0,1
363-FT,20171023,0左,1,1.26,20171023191549,20171023191951,0.07,5
363-FT,20171023,0左,0,0,20171023192052,20171023192052,0,1
363-FT,20171023,0左,1,0.21,20171023192132,20171023192242,0.02,2
363-FT,20171023,0左,0,0,20171023192342,20171023192342,0,1
363-FT,20171023,0左,1,0.58,20171023192449,20171023192747,0.05,4
363-FT,20171023,0左,0,0,20171023192847,20171023192847,0,1
363-FT,20171023,0左,1,0.41,20171023192927,20171023193041,0.02,2
363-FT,20171023,0左,0,0.72,20171023193149,20171023193351,0.03,3
363-FT,20171023,0左,1,0.43,20171023193452,20171023193553,0.02,2
363-FT,20171023,0左,0,0.05,20171023193654,20171023193755,0.02,2
363-FT,20171023,0左,1,0.64,20171023193836,20171023194049,0.04,3
363-FT,20171023,0左,0,0,20171023194138,20171023194138,0,1
363-FT,20171023,0左,1,0.63,20171023194252,20171023194355,0.02,2
363-FT,20171023,0左,0,0,20171023194441,20171023194441,0,1
363-FT,20171023,0左,1,0,20171023194557,20171023194557,0,1
363-FT,20171023,0左,0,0,20171023194642,20171023194642,0,1
363-FT,20171023,0左,1,0.48,20171023194747,20171023194847,0.02,2
363-FT,20171023,0左,0,0,20171023194944,20171023194944,0,1
363-FT,20171023,0左,1,0.28,20171023195045,20171023195148,0.02,2
363-FT,20171023,0左,0,0.05,20171023201952,20171023202033,0.01,2
363-FT,20171023,0左,1,1.72,20171023202137,20171023202849,0.12,8
363-FT,20171023,0左,0,0,20171023202939,20171023202939,0,1
363-FT,20171023,0左,1,0,20171023203040,20171023203040,0,1
363-FT,20171023,0左,0,0.06,20171023203140,20171023203241,0.02,2
363-FT,20171023,0左,1,0.35,20171023203343,20171023203444,0.02,2
363-FT,20171023,0左,0,0,20171023203544,20171023203544,0,1
363-FT,20171023,0左,1,0,20171023203645,20171023203645,0,1
363-FT,20171023,0左,0,0.6,20171023203746,20171023203847,0.02,2
363-FT,20171023,0左,1,0.75,20171023203947,20171023204230,0.05,4
363-FT,20171023,0左,0,0,20171023204331,20171023204331,0,1
363-FT,20171023,0左,1,0,20171023204443,20171023204443,0,1
363-FT,20171023,0左,0,0.13,20171023204532,20171023204654,0.02,2
363-FT,20171023,0左,1,0,20171023204756,20171023204756,0,1
363-FT,20171023,0左,0,0.01,20171023204855,20171023204935,0.01,2
363-FT,20171023,0左,1,0,20171023205047,20171023205047,0,1
363-FT,20171023,0左,0,0,20171023205137,20171023205137,0,1
363-FT,20171023,0左,1,0,20171023205239,20171023205239,0,1
363-FT,20171023,0左,0,0.26,20171023205340,20171023205440,0.02,2
363-FT,20171023,0左,1,0.29,20171023205541,20171023205643,0.02,2
363-FT,20171023,0左,0,0.23,20171023205743,20171023205945,0.03,3
363-FT,20171023,0左,1,0.8,20171023210054,20171023210348,0.05,4
363-FT,20171023,0左,0,0.01,20171023210449,20171023210550,0.02,2
363-FT,20171023,0左,1,0.84,20171023210651,20171023211135,0.08,6
363-FT,20171023,0左,0,0,20171023211256,20171023211256,0,1
363-FT,20171023,0左,1,0.34,20171023211357,20171023211437,0.01,2
363-FT,20171023,0左,0,0.44,20171023211538,20171023213154,0.27,4
363-FT,20171023,0左,1,1,20171023213235,20171023213542,0.05,4
363-FT,20171023,0左,0,0.34,20171023213646,20171023213747,0.02,2
363-FT,20171023,0左,1,0,20171023213847,20171023213847,0,1
363-FT,20171023,0左,0,0,20171023213948,20171023213948,0,1
363-FT,20171023,0左,1,0.46,20171023214054,20171023214250,0.03,3
363-FT,20171023,0左,0,0,20171023214331,20171023214331,0,1
363-FT,20171023,0左,1,1.12,20171023214432,20171023214940,0.09,6
363-FT,20171023,0左,0,0,20171023215037,20171023215037,0,1
363-FT,20171023,0左,1,0.62,20171023215139,20171023215345,0.04,3
363-FT,20171023,0左,0,0,20171023215440,20171023215440,0,1
363-FT,20171023,0左,1,1.19,20171023215541,20171023215946,0.07,5
363-FT,20171023,0左,0,1.8,20171023220045,20171023220630,0.1,7
363-FT,20171023,0左,1,0,20171023220745,20171023220745,0,1
363-FT,20171023,0左,0,0,20171023220840,20171023220840,0,1
363-FT,20171023,0左,1,0.8,20171023220955,20171023221056,0.02,2
363-FT,20171023,0左,0,0,20171023221143,20171023221143,0,1
363-FT,20171023,0左,1,0.16,20171023221244,20171023221344,0.02,2
363-FT,20171023,0左,0,0,20171023221446,20171023221446,0,1
363-FT,20171023,0左,1,1.18,20171023221526,20171023221853,0.06,4
363-FT,20171023,0左,0,0.02,20171023223949,20171023224050,0.02,2
363-FT,20171023,0左,1,1.23,20171023224153,20171023224543,0.06,5
363-FT,20171023,0左,0,0.48,20171023224635,20171023224736,0.02,2
363-FT,20171023,0左,1,0.62,20171023224852,20171023225046,0.03,3
363-FT,20171023,0左,0,0,20171023225145,20171023225145,0,1
363-FT,20171023,0左,1,0.84,20171023225226,20171023225450,0.04,3
363-FT,20171023,0左,0,0,20171023225550,20171023225550,0,1
363-FT,20171023,0左,1,0,20171023225650,20171023225650,0,1
363-FT,20171023,0左,0,0.02,20171023225751,20171023230336,0.1,7
363-FT,20171023,0左,1,1.55,20171023230451,20171023230840,0.06,5
363-FT,20171023,0左,0,0,20171023230941,20171023230941,0,1
363-FT,20171023,0左,1,0,20171023231041,20171023231041,0,1
363-FT,20171023,0左,0,0.38,20171023231142,20171023231242,0.02,2
363-FT,20171023,0左,1,0.93,20171023231343,20171023231654,0.05,4
363-FT,20171023,0左,0,0,20171023231747,20171023231747,0,1
363-FT,20171023,0左,1,0.42,20171023231847,20171023231948,0.02,2
363-FT,20171023,0左,0,0,20171023232049,20171023232049,0,1
363-FT,20171023,0左,1,1.05,20171023232150,20171023233102,0.15,11
363-FT,20171024,0左,0,0.03,20171024100951,20171024101153,0.03,3
363-FT,20171024,0左,1,0.52,20171024101254,20171024101347,0.01,2
363-FT,20171024,0左,0,0,20171024101436,20171024101436,0,1
363-FT,20171024,0左,1,0.69,20171024101549,20171024101850,0.05,4
363-FT,20171024,0左,0,0,20171024101927,20171024101927,0,1
363-FT,20171024,0左,1,0.31,20171024102048,20171024102149,0.02,2
363-FT,20171024,0左,0,0,20171024102249,20171024102249,0,1
363-FT,20171024,0左,1,0,20171024102350,20171024102350,0,1
363-FT,20171024,0左,0,0,20171024102451,20171024102451,0,1
363-FT,20171024,0左,1,0,20171024102538,20171024102538,0,1
363-FT,20171024,0左,0,0,20171024102653,20171024102653,0,1
363-FT,20171024,0左,1,0,20171024102753,20171024102753,0,1
363-FT,20171024,0左,0,0,20171024102854,20171024102854,0,1
363-FT,20171024,0左,1,0.1,20171024102955,20171024103055,0.02,2
363-FT,20171024,0左,0,0,20171024103156,20171024103156,0,1
363-FT,20171024,0左,1,1.19,20171024103237,20171024103539,0.05,4
363-FT,20171024,0左,0,0,20171024103640,20171024103741,0.02,2
363-FT,20171024,0左,1,0,20171024103849,20171024103849,0,1
363-FT,20171024,0左,0,0,20171024103943,20171024103943,0,1
363-FT,20171024,0左,1,1.36,20171024104048,20171024104547,0.08,6
363-FT,20171024,0左,0,0,20171024104648,20171024104648,0,1
363-FT,20171024,0左,1,1.31,20171024104749,20171024105031,0.05,4
363-FT,20171024,0左,0,0,20171024105153,20171024105153,0,1
363-FT,20171024,0左,1,1.56,20171024105253,20171024105745,0.08,6
363-FT,20171024,0左,0,0.35,20171024105837,20171024112946,0.52,2
363-FT,20171024,0左,1,0,20171024113047,20171024113047,0,1
363-FT,20171024,0左,0,0.19,20171024113148,20171024113249,0.02,2
363-FT,20171024,0左,1,0,20171024113330,20171024113330,0,1
363-FT,20171024,0左,0,0,20171024113430,20171024113430,0,1
363-FT,20171024,0左,1,0.65,20171024113533,20171024113746,0.04,3
363-FT,20171024,0左,0,0,20171024113841,20171024113841,0,1
363-FT,20171024,0左,1,0.23,20171024113941,20171024114144,0.03,3
363-FT,20171024,0左,0,0,20171024114244,20171024114244,0,1
363-FT,20171024,0左,1,0.38,20171024114350,20171024114546,0.03,3
363-FT,20171024,0左,0,0,20171024114647,20171024114647,0,1
363-FT,20171024,0左,1,0,20171024114748,20171024114748,0,1
363-FT,20171024,0左,0,0,20171024114829,20171024114829,0,1
363-FT,20171024,0左,1,0.51,20171024114949,20171024115050,0.02,2
363-FT,20171024,0左,0,0,20171024115131,20171024115131,0,1
363-FT,20171024,0左,1,1.02,20171024115252,20171024115646,0.07,5
363-FT,20171024,0左,0,0,20171024115735,20171024115735,0,1
363-FT,20171024,0左,1,1.32,20171024115837,20171024120058,0.04,3
363-FT,20171024,0左,0,0,20171024120139,20171024120139,0,1
363-FT,20171024,0左,1,0.61,20171024120241,20171024120344,0.02,2
363-FT,20171024,0左,0,0.63,20171024120442,20171024120623,0.03,3
363-FT,20171024,0左,1,0,20171024120743,20171024120743,0,1
363-FT,20171024,0左,0,0.52,20171024120844,20171024121046,0.03,3
363-FT,20171024,0左,1,0,20171024121138,20171024121138,0,1
363-FT,20171024,0左,0,0,20171024121247,20171024121247,0,1
363-FT,20171024,0左,1,0,20171024121348,20171024121348,0,1
363-FT,20171024,0左,0,0,20171024121449,20171024121449,0,1
363-FT,20171024,0左,1,0.47,20171024121549,20171024121651,0.02,2
